Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,avg_total_score
832,male,group C,high school,free/reduced,none,single,sometimes,yes,1.0,private,> 10,33,26,29,29.0
842,male,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,42,41,38,40.0
888,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,47,48,46,47.0
896,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,45,44,48,46.0
900,female,group C,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,38,50,46,45.0
907,male,group D,high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,49,51,43,48.0
920,male,group E,bachelor's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,< 5,47,37,38,41.0
951,male,group D,associate's degree,standard,none,married,never,no,1.0,school_bus,< 5,47,50,47,48.0
997,male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,> 10,54,46,38,46.0
10,male,group B,high school,standard,none,divorced,regularly,yes,1.0,private,< 5,58,47,38,48.0
29,male,group C,some college,free/reduced,none,single,never,yes,3.0,private,5 - 10,44,42,39,42.0
49,male,group B,some college,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10,50,46,41,46.0
56,female,group B,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,22,35,34,30.0
73,female,group D,some high school,free/reduced,none,divorced,sometimes,no,4.0,private,< 5,32,43,45,40.0
83,female,group D,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,41,50,47,46.0
108,male,group C,some high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,51,52,41,48.0
122,female,group C,some college,standard,none,married,sometimes,no,4.0,school_bus,< 5,28,43,40,37.0
123,male,group B,associate's degree,free/reduced,none,single,never,yes,2.0,private,5 - 10,27,33,27,29.0
186,male,group B,high school,standard,none,married,never,no,3.0,school_bus,< 5,54,48,43,48.0
230,male,group D,high school,standard,none,married,sometimes,no,2.0,private,< 5,46,46,39,44.0
240,male,group C,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,42,40,38,40.0
274,male,group D,some college,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,43,49,51,48.0
282,male,group D,bachelor's degree,free/reduced,none,married,never,no,2.0,private,5 - 10,52,46,42,47.0
337,male,group E,some high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,49,32,25,35.0
372,female,group C,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,> 10,36,47,54,46.0
373,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,32,54,54,47.0
416,male,group D,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,51,35,35,40.0
432,female,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,48,43,44,45.0
434,male,group D,high school,standard,none,single,never,no,1.0,private,> 10,55,41,36,44.0
440,female,group E,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,43,43,44,43.0
442,male,group D,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,36,36,37,36.0
454,male,group B,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,47,41,40,43.0
468,male,group D,some college,free/reduced,none,divorced,regularly,yes,0.0,private,> 10,47,48,48,48.0
472,female,group C,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,36,49,41,42.0
495,male,group B,bachelor's degree,standard,none,single,never,no,4.0,school_bus,5 - 10,53,46,39,46.0
508,male,group E,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,54,44,43,47.0
514,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,46,45,42,44.0
530,female,group D,bachelor's degree,standard,none,married,never,yes,2.0,private,5 - 10,40,49,51,47.0
602,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,< 5,38,36,35,36.0
623,male,group B,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,21,22,18,20.0
635,male,group C,some high school,standard,completed,married,regularly,yes,2.0,private,< 5,53,47,43,48.0
680,male,group C,high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,47,49,47,48.0
719,female,group A,associate's degree,free/reduced,none,married,never,yes,5.0,school_bus,> 10,23,36,37,32.0
727,male,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,49,46,39,45.0
778,female,group B,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,43,50,50,48.0
785,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,43,53,46,47.0
786,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,46,47,44,46.0
792,male,group D,high school,free/reduced,none,divorced,never,no,1.0,private,5 - 10,50,51,44,48.0
801,male,group D,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,47,42,36,42.0
813,male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,40,44,40,41.0
819,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,5.0,private,5 - 10,30,49,56,45.0
823,male,group B,some high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,48,47,48,48.0
826,male,group C,high school,free/reduced,completed,divorced,never,yes,1.0,private,< 5,29,33,30,31.0
873,female,group D,some high school,standard,completed,married,regularly,yes,0.0,private,5 - 10,36,53,54,48.0
960,female,group A,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,40,47,43,43.0
1,female,group B,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,41,54,47,47.0
3,female,group D,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,31,45,43,40.0
17,male,group B,some high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,36,35,29,33.0
29,male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,43,38,37,39.0
59,female,group C,some college,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,40,57,48,48.0
96,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,1.0,private,5 - 10,44,46,50,47.0
171,male,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,47,49,47,48.0
175,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,38,48,46,44.0
176,male,group B,high school,free/reduced,completed,married,never,yes,5.0,private,< 5,41,46,43,43.0
222,male,group C,some high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,38,46,39,41.0
229,male,group C,high school,free/reduced,none,married,never,no,1.0,school_bus,> 10,51,45,44,47.0
238,male,group C,master's degree,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,43,45,38,42.0
248,male,group B,some college,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,37,37,38,37.0
250,female,group D,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,42,45,49,45.0
270,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,45,51,43,46.0
274,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,45,45,49,46.0
287,male,group C,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,45,45,44,45.0
292,male,group B,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,45,47,38,43.0
293,male,group B,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,46,39,34,40.0
352,male,group D,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,53,38,38,43.0
361,male,group C,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10,25,27,16,23.0
364,female,group C,associate's degree,free/reduced,none,married,regularly,no,4.0,private,< 5,43,44,40,42.0
397,female,group B,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,34,54,46,45.0
468,female,group B,high school,standard,none,divorced,sometimes,yes,1.0,private,< 5,43,47,43,44.0
474,male,group E,high school,standard,completed,married,sometimes,yes,5.0,school_bus,< 5,47,46,44,46.0
487,female,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,42,46,48,45.0
490,female,group A,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,43,53,48,48.0
536,female,group D,some college,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,29,39,42,37.0
556,female,group C,some college,free/reduced,completed,single,regularly,yes,2.0,private,5 - 10,26,49,43,39.0
563,male,group C,some college,free/reduced,none,divorced,regularly,yes,2.0,private,> 10,51,46,39,45.0
592,male,group B,associate's degree,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,41,44,42,42.0
614,female,group B,high school,standard,none,divorced,sometimes,yes,0.0,private,< 5,38,45,48,44.0
626,male,group C,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,51,47,46,48.0
651,male,group B,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,41,46,39,42.0
655,male,group C,associate's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,43,53,47,48.0
698,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,54,48,43,48.0
757,male,group D,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,51,38,43,44.0
840,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,4.0,private,5 - 10,39,39,40,39.0
849,female,group B,high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,43,49,50,47.0
865,female,group B,high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,30,53,51,45.0
909,male,group C,some high school,free/reduced,none,single,regularly,no,1.0,private,5 - 10,39,32,33,35.0
933,male,group B,high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,36,31,26,31.0
954,female,group B,some college,free/reduced,none,single,regularly,no,1.0,private,< 5,36,48,38,41.0
957,female,group C,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,38,58,48,48.0
977,female,group B,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,37,51,48,45.0
5,male,group E,some high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,> 10,48,37,35,40.0
9,male,group C,master's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,48,45,49,47.0
12,male,group B,associate's degree,standard,none,married,never,yes,4.0,school_bus,< 5,51,39,38,43.0
61,male,group C,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,40,44,40,41.0
121,male,group C,high school,free/reduced,completed,single,sometimes,yes,3.0,school_bus,< 5,43,54,45,47.0
284,female,group D,some high school,standard,none,widowed,never,no,4.0,school_bus,5 - 10,42,49,52,48.0
286,male,group B,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,37,37,29,34.0
291,male,group B,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,39,40,43,41.0
310,male,group A,some high school,free/reduced,none,divorced,regularly,no,4.0,school_bus,5 - 10,51,45,45,47.0
332,male,group B,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,32,23,27,27.0
364,female,group C,some high school,free/reduced,none,married,sometimes,yes,5.0,school_bus,< 5,31,46,41,39.0
379,female,group D,some college,standard,none,single,regularly,yes,4.0,school_bus,< 5,38,48,48,45.0
387,male,group B,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,42,39,38,40.0
398,female,group D,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,< 5,36,43,48,42.0
414,male,group C,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,39,31,28,33.0
449,male,group B,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,32,41,33,35.0
470,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,0.0,school_bus,< 5,37,51,55,48.0
505,male,group C,some high school,free/reduced,none,widowed,regularly,yes,1.0,private,5 - 10,28,17,17,21.0
509,male,group C,high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,43,44,35,41.0
522,male,group B,high school,standard,none,divorced,never,no,3.0,private,< 5,52,41,38,44.0
529,male,group C,some college,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,47,48,49,48.0
586,female,group A,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,34,46,45,42.0
599,female,group D,some high school,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,28,43,38,36.0
613,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,27,37,39,34.0
640,male,group B,high school,standard,none,married,regularly,no,3.0,school_bus,< 5,43,47,38,43.0
654,male,group B,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,22,23,19,21.0
680,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5.0,school_bus,< 5,41,43,41,42.0
699,male,group C,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,47,45,41,44.0
707,male,group D,associate's degree,free/reduced,completed,divorced,sometimes,no,1.0,private,> 10,39,42,44,42.0
711,male,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,50,48,47,48.0
726,female,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,41,54,50,48.0
749,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,1.0,school_bus,< 5,43,43,47,44.0
760,male,group D,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,50,39,37,42.0
790,male,group B,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,51,47,37,45.0
841,male,group B,high school,standard,completed,married,never,no,3.0,private,< 5,32,35,29,32.0
854,male,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,46,46,39,44.0
856,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,26,39,41,35.0
884,female,group C,some college,standard,none,single,sometimes,no,7.0,school_bus,< 5,43,54,46,48.0
888,male,group D,some high school,free/reduced,none,divorced,sometimes,no,3.0,private,< 5,46,45,46,46.0
910,male,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,52,44,46,47.0
928,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,45,38,40,41.0
939,male,group C,associate's degree,free/reduced,none,single,never,yes,3.0,private,> 10,39,44,38,40.0
945,female,group C,some college,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,42,50,50,47.0
998,female,group D,some college,standard,none,married,sometimes,yes,2.0,private,< 5,39,44,45,43.0
0,male,group A,some high school,free/reduced,none,divorced,never,yes,1.0,private,< 5,52,45,41,46.0
17,female,group B,some college,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,32,44,34,37.0
37,male,group B,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,< 5,32,30,24,29.0
47,male,group B,high school,standard,none,married,regularly,no,1.0,private,5 - 10,54,49,39,47.0
49,male,group B,some high school,standard,none,single,never,no,3.0,private,5 - 10,38,42,38,39.0
67,male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,24,12,18,18.0
86,male,group B,some high school,free/reduced,none,single,never,yes,5.0,school_bus,5 - 10,46,52,42,47.0
90,male,group B,some high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,52,45,36,44.0
124,male,group C,high school,free/reduced,none,divorced,sometimes,no,5.0,private,< 5,50,37,37,41.0
126,male,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,48,43,48,46.0
127,male,group B,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,46,47,42,45.0
163,male,group A,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,37,41,33,37.0
206,male,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,< 5,51,46,43,47.0
234,male,group C,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,40,39,35,38.0
248,female,group C,master's degree,free/reduced,none,married,sometimes,no,3.0,private,< 5,31,43,40,38.0
287,male,group B,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,48,49,38,45.0
293,female,group E,high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,36,50,48,45.0
363,female,group D,high school,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,31,58,52,47.0
376,female,group C,some high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,37,48,42,42.0
377,female,group C,some college,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,40,50,49,46.0
390,male,group B,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,47,45,44,45.0
395,male,group B,some high school,free/reduced,none,married,regularly,yes,2.0,private,< 5,40,45,38,41.0
417,female,group D,associate's degree,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,37,41,46,41.0
442,female,group A,some high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,37,50,52,46.0
476,male,group B,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,46,42,36,41.0
480,male,group C,high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,45,44,47,45.0
482,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,41,49,49,46.0
490,female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,private,< 5,31,46,42,40.0
498,female,group C,some college,free/reduced,completed,single,sometimes,no,1.0,private,< 5,33,51,51,45.0
518,male,group C,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,52,46,37,45.0
521,male,group C,some college,standard,none,divorced,never,yes,1.0,school_bus,> 10,43,37,39,40.0
522,male,group C,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,35,39,30,35.0
562,female,group D,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,41,50,51,47.0
573,male,group D,some high school,standard,completed,married,never,no,3.0,school_bus,5 - 10,45,42,42,43.0
584,female,group D,some college,free/reduced,completed,divorced,sometimes,yes,1.0,private,< 5,32,39,44,38.0
593,female,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,40,51,51,47.0
603,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,3.0,private,> 10,43,44,41,43.0
607,male,group C,some high school,free/reduced,none,married,never,yes,6.0,school_bus,5 - 10,26,18,19,21.0
626,female,group A,high school,standard,none,divorced,sometimes,yes,3.0,private,> 10,44,51,46,47.0
631,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,43,48,43,45.0
652,male,group B,some high school,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,40,47,43,43.0
653,female,group B,some high school,free/reduced,none,married,regularly,no,1.0,private,> 10,29,40,35,35.0
679,male,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,52,44,46,47.0
680,male,group C,some high school,free/reduced,none,married,never,yes,3.0,private,< 5,42,33,35,37.0
682,male,group B,some college,free/reduced,none,married,never,no,4.0,school_bus,5 - 10,48,31,31,37.0
691,male,group C,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,35,31,28,31.0
693,male,group D,some high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,36,37,34,36.0
701,male,group A,master's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,48,48,42,46.0
710,male,group B,high school,standard,none,married,sometimes,no,4.0,private,5 - 10,49,52,43,48.0
731,male,group A,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,54,44,43,47.0
743,female,group A,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,25,45,42,37.0
756,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,46,51,42,46.0
766,male,group C,some college,standard,none,married,sometimes,yes,4.0,private,5 - 10,43,47,36,42.0
770,female,group C,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,41,51,46,46.0
773,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,5.0,private,< 5,38,52,50,47.0
777,male,group B,some college,free/reduced,none,single,regularly,yes,7.0,school_bus,< 5,45,45,43,44.0
788,male,group D,some college,standard,none,single,never,no,3.0,school_bus,> 10,41,40,45,42.0
805,male,group B,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,53,44,36,44.0
873,male,group B,some college,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,46,45,45,45.0
878,female,group D,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,22,37,32,30.0
930,female,group C,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,36,52,44,44.0
17,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,25,38,42,35.0
33,female,group C,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,50,47.0
48,male,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,> 10,42,43,38,41.0
63,male,group B,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,14,23,20,19.0
72,female,group D,high school,standard,none,widowed,never,no,1.0,private,< 5,32,48,43,41.0
92,male,group D,some college,standard,completed,married,never,yes,1.0,school_bus,5 - 10,53,43,47,48.0
140,male,group D,high school,free/reduced,none,single,sometimes,yes,4.0,school_bus,5 - 10,48,43,37,43.0
142,male,group B,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,46,43,45,45.0
154,female,group C,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,41,45,42,43.0
172,male,group D,some high school,standard,none,married,sometimes,no,1.0,private,> 10,54,44,44,47.0
174,female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,> 10,35,48,49,44.0
222,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,47,44,43,45.0
253,male,group B,high school,standard,none,single,sometimes,yes,2.0,private,5 - 10,36,32,36,35.0
274,male,group C,high school,free/reduced,none,single,never,yes,3.0,school_bus,< 5,34,33,29,32.0
296,female,group A,high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,34,51,48,44.0
312,male,group C,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,29,30,25,28.0
335,female,group C,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,36,53,48,46.0
337,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,30,35,34,33.0
352,female,group B,some high school,standard,none,married,never,yes,0.0,private,< 5,41,48,44,44.0
357,female,group C,some college,standard,completed,married,regularly,no,3.0,school_bus,< 5,35,45,45,42.0
376,female,group C,some high school,free/reduced,none,single,never,yes,4.0,private,5 - 10,28,39,37,35.0
391,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,4.0,private,5 - 10,38,46,39,41.0
396,female,group C,high school,free/reduced,completed,married,regularly,no,1.0,private,< 5,34,47,48,43.0
404,female,group B,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,23,33,34,30.0
410,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,40,43,43,42.0
427,male,group B,associate's degree,standard,none,divorced,never,no,5.0,school_bus,5 - 10,47,49,46,47.0
455,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,39,42,45,42.0
458,female,group C,some high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,44,45,51,47.0
495,male,group B,some high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,51,45,33,43.0
521,male,group A,bachelor's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,47,47,51,48.0
537,male,group B,high school,standard,completed,married,never,yes,2.0,school_bus,< 5,51,48,44,48.0
554,female,group B,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,33,49,49,44.0
569,female,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,40,49,48,46.0
586,female,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,37,45,47,43.0
627,female,group C,high school,standard,none,married,sometimes,yes,2.0,private,> 10,46,43,43,44.0
648,male,group E,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,34,34,39.0
652,male,group C,some high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,52,50,42,48.0
653,male,group B,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,52,45,45,47.0
674,female,group D,some college,standard,none,married,sometimes,no,1.0,private,< 5,31,36,37,35.0
687,male,group C,some college,standard,none,single,never,yes,6.0,private,< 5,45,39,39,41.0
699,female,group B,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5,39,52,47,46.0
733,female,group A,associate's degree,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,38,37,38,38.0
759,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,44,50,42,45.0
828,male,group C,some college,standard,none,single,regularly,no,2.0,school_bus,> 10,50,39,39,43.0
834,female,group B,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,32,36,40,36.0
835,male,group D,some college,free/reduced,none,divorced,never,yes,0.0,private,5 - 10,44,54,45,48.0
851,female,group C,associate's degree,free/reduced,none,divorced,regularly,yes,3.0,school_bus,< 5,33,49,42,41.0
884,male,group C,some college,standard,none,married,never,yes,2.0,private,5 - 10,26,16,18,20.0
885,male,group B,master's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,37,41,37,38.0
944,male,group A,some high school,standard,none,married,regularly,yes,2.0,private,< 5,47,49,39,45.0
61,male,group A,associate's degree,standard,none,married,sometimes,yes,5.0,private,5 - 10,50,44,39,44.0
143,male,group D,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,48,49,48,48.0
150,female,group E,some high school,standard,none,divorced,sometimes,no,3.0,private,< 5,42,37,38,39.0
195,female,group C,some high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,49,50,44,48.0
200,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,44,50,48,47.0
267,female,group B,some high school,standard,none,married,sometimes,yes,5.0,private,5 - 10,39,43,42,41.0
277,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,30,23,23,25.0
288,male,group C,some college,free/reduced,none,single,never,yes,1.0,school_bus,> 10,27,23,19,23.0
292,female,group B,some college,free/reduced,none,widowed,regularly,yes,4.0,private,> 10,32,40,41,38.0
294,female,group B,some high school,free/reduced,none,married,regularly,no,5.0,private,< 5,35,45,42,41.0
338,female,group C,some college,standard,completed,divorced,regularly,yes,4.0,school_bus,> 10,46,45,50,47.0
342,male,group B,some college,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,43,29,28,33.0
370,female,group B,high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,30,41,37,36.0
395,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,47,44,36,42.0
396,male,group C,some high school,free/reduced,none,married,never,yes,1.0,private,5 - 10,43,46,39,43.0
414,male,group C,high school,free/reduced,none,single,sometimes,yes,4.0,school_bus,< 5,19,21,16,19.0
492,male,group C,some high school,standard,none,divorced,never,yes,1.0,private,5 - 10,45,47,35,42.0
526,female,group B,some high school,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,26,37,39,34.0
544,male,group C,some college,free/reduced,none,divorced,regularly,yes,1.0,private,> 10,19,31,27,26.0
573,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,42,45,48,45.0
611,male,group A,high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,45,49,41,45.0
624,male,group A,some college,free/reduced,none,single,sometimes,yes,2.0,private,> 10,47,34,39,40.0
652,female,group C,high school,free/reduced,completed,married,sometimes,no,2.0,private,> 10,35,48,52,45.0
